No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
2470,VSTA,Consumer Defensive,Education & Training Services,Brazil,334730000.0,-999,11.43,-999,1.19,0.37,0.89,-0.3143,0.0681,0.0,0.1693,0.0034,0.44,-0.017,0.79,0.2,-0.0525,-0.0328,-0.1099,0.3279,-0.8188,0.8409,4.05,17961079.0,True,False
2488,SRL,Financial,Capital Markets,China,117520000.0,-999,-999,-999,2.91,0.49,4.54,0.1619,-0.1364,0.0,0.2965,-0.2735,0.45,-0.0768,-999,0.13,-0.4913,0.2492,-0.109,1.1375,-0.9288,1.6445,7.93,0.0,False,True
2499,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,167940000.0,-999,11.0,-999,0.24,0.74,0.29,-999,0.0137,0.0,0.3527,-0.0027,0.88,-0.0339,1.12,1.38,-0.0114,0.1493,-0.1078,0.7865,-0.7442,6.9381,7.7,0.0,False,True
2517,LRFC,Financial,Asset Management,USA,59940000.0,-999,15.96,-999,2.95,0.64,1.9,-0.095,-0.218,0.0,0.219,-0.0084,0.48,-0.027,-999,1.05,-0.125,-0.0062,-0.106,0.2064,-0.8099,1.6607,22.35,0.0,False,False
2564,SWKH,Financial,Asset Management,USA,218750000.0,14.08,8.64,0.7,5.77,0.79,2.48,0.3542,0.1613,0.0,0.9302,0.0022,6.64,0.0572,-999,0.08,0.4184,0.0256,-0.1021,0.1468,-0.999,2.8889,17.5,0.0,False,True
2583,ALIM,Healthcare,Drug Manufacturers - Specialty & Generic,USA,206530000.0,-999,56.29,-999,3.02,4.23,0.16,0.1208,0.0446,0.0,0.9063,0.0045,3.71,-1.3088,2.63,1.38,-0.3124,0.0612,-0.1005,2.0308,-0.9793,-999,3.94,0.0,False,False
2611,SQNS,Technology,Semiconductors,France,178170000.0,-999,-999,-999,3.99,20.16,0.11,0.3184,0.1515,0.0,0.5981,0.0146,0.68,-4.1829,0.33,6.74,-0.6401,0.0311,-0.0985,0.5753,-0.9624,0.744,2.93,0.0,False,False
2632,NVRI,Industrials,Waste Management,USA,720860000.0,-999,86.0,-999,0.36,1.28,1.24,-999,0.0907,0.0024,0.9232,-0.0063,4.69,-0.0984,1.26,2.71,-0.0341,0.1663,-0.0975,0.6025,-0.8642,2.6424,9.03,25742.0,False,True
2661,KT,Communication Services,Telecom Services,South Korea,6460000000.0,7.26,6.89,2.9,0.32,0.53,6.94,0.1857,-0.016,0.0,0.2118,-0.0544,2.89,0.0769,1.1,0.68,0.0456,0.0014,-0.0952,0.1875,-0.8359,0.9685,13.11,0.0,False,True
2663,DHT,Energy,Oil & Gas Midstream,Bermuda,1790000000.0,9.51,6.39,1.9,3.08,1.73,0.45,0.4951,0.1663,0.0,0.6003,-0.0368,1.54,0.1849,1.8,0.43,0.324,0.0649,-0.0948,0.5041,-0.9509,2.3578,10.98,0.0,False,True
2672,TALK,Healthcare,Health Information Services,USA,401020000.0,-999,-999,-999,2.91,3.41,0.75,-999,0.5132,0.0,0.3348,-0.0117,2.47,-0.2779,6.6,0.0,-0.2624,0.0625,-0.0943,3.1379,-0.8072,3.6154,2.4,0.0,False,False
2692,BZH,Consumer Cyclical,Residential Construction,USA,1030000000.0,6.33,6.08,1.58,0.47,0.93,12.25,-999,0.0102,0.0,0.8426,-0.0059,2.62,0.1554,1.53,0.9,0.0719,0.0674,-0.093,1.4034,-0.9206,26.1583,32.59,0.0,False,True
2722,CNSL,Communication Services,Telecom Services,USA,506590000.0,-999,-999,-999,0.45,1.07,0.77,-999,-0.0392,0.0,0.4654,-0.0076,1.93,-0.2605,1.01,2.56,-0.2476,-0.0019,-0.0902,1.0762,-0.8558,1.0762,4.36,0.0,False,True
2744,AXGN,Healthcare,Medical Devices,USA,416630000.0,-999,-999,-999,2.74,4.26,0.9,-0.1728,0.1365,0.007,0.7522,0.0423,2.7,-0.2332,2.42,0.69,-0.1526,0.3257,-0.0885,1.8058,-0.8297,56.5149,9.68,95131.0,False,False
2755,MITT,Real Estate,REIT - Mortgage,USA,189230000.0,11.89,9.33,-999,0.68,0.57,4.73,-999,0.5252,0.0,0.2105,-0.0327,0.39,0.0659,-999,9.76,0.0426,0.083,-0.0879,0.334,-0.92,0.8293,6.43,0.0,False,True
2767,GIFI,Industrials,Metal Fabrication,USA,75260000.0,-999,231.0,-999,0.52,1.05,2.56,0.4123,0.0189,0.0061,0.5895,-0.0285,2.38,-0.3581,3.01,0.0,-0.2139,0.0687,-0.087,0.5661,-0.9122,0.7303,4.62,39700.0,False,False
2804,FREE,Consumer Defensive,Packaged Foods,USA,167120000.0,-999,18.28,-999,0.31,0.67,0.57,-999,0.2984,0.0,0.5183,-0.0178,9.05,-0.3235,1.05,1.83,-0.169,0.126,-0.0834,0.866,-0.7391,0.866,3.9,0.0,False,True
2805,DLX,Communication Services,Advertising Agencies,USA,879920000.0,29.13,6.24,3.88,0.4,1.47,4.44,-0.2052,0.0332,0.0,0.8535,-0.0268,10.86,0.0501,0.83,2.85,0.0136,0.0295,-0.0833,0.48,-0.7446,4.6588,20.14,0.0,False,True
2818,NAT,Industrials,Marine Shipping,Bermuda,924980000.0,7.93,7.2,1.59,2.5,1.74,0.35,-999,-0.0925,0.0,0.4499,0.2349,1.59,0.224,1.41,0.48,0.3168,0.0391,-0.0828,0.5329,-0.92,2.1643,4.43,0.0,False,True
2833,PBI,Industrials,Integrated Freight & Logistics,USA,772330000.0,-999,36.5,-999,0.23,-999,3.29,-0.3158,0.0259,0.0,0.6173,-0.0242,7.56,0.1097,0.93,-999,-0.0471,0.0495,-0.0818,0.5643,-0.939,2.3286,4.38,0.0,False,True
2861,DESP,Consumer Cyclical,Travel Services,Argentina,624270000.0,-999,14.43,-999,1.17,-999,3.86,-999,0.3565,0.0,0.6091,-0.0082,0.94,-999,0.8,-999,-0.128,0.0647,-0.0798,0.9266,-0.7415,1.1284,9.45,0.0,False,False
2903,SHIP,Industrials,Marine Shipping,Greece,139880000.0,-999,5.94,-999,1.41,0.69,1.21,-999,0.2278,0.0,0.5807,-0.8765,1.19,-0.0365,0.48,1.03,-0.0822,0.0789,-0.0768,0.9082,-1.0,1.0127,7.69,0.0,False,True
2907,TGI,Industrials,Aerospace & Defense,USA,1230000000.0,-999,19.27,-999,0.87,-999,2.21,-999,-0.1355,0.0074,0.9204,-0.0588,3.32,-999,1.47,-999,-0.0186,0.1842,-0.0764,1.2786,-0.8135,4.2815,15.95,187181.0,True,True
2941,SPNS,Technology,Software - Application,Israel,1570000000.0,26.96,19.93,2.78,3.13,3.75,3.13,1.6574,0.1334,0.0,0.3762,0.0573,1.31,0.1477,2.08,0.21,0.1169,0.0554,-0.0743,0.5118,-0.7919,38.365,28.52,0.0,False,True
2942,DB,Financial,Banks - Regional,Germany,26080000000.0,5.28,5.53,3.94,0.45,0.4,-999,-999,-0.0122,0.0,0.2729,-999,5.01,0.0815,-999,2.17,0.0892,0.0034,-0.0742,0.4667,-0.8949,1.6012,12.98,0.0,False,True
2950,AXR,Real Estate,Real Estate - Development,USA,110180000.0,5.94,-999,-999,2.69,0.97,4.12,1.6854,0.4662,0.0425,0.3639,-0.0056,2.86,0.1847,-999,0.0,0.4568,0.0486,-0.0739,0.7748,-0.8568,9.993,20.91,1794114.0,True,True
2960,GILT,Technology,Communication Equipment,Israel,376020000.0,26.78,21.42,2.68,1.43,1.42,1.77,-999,0.0073,0.0,0.4337,0.0401,0.55,0.0546,1.7,0.01,0.0534,0.0701,-0.0726,0.4723,-0.9982,2.0599,6.64,0.0,False,True
3038,YPF,Energy,Oil & Gas Integrated,Argentina,6900000000.0,7.64,6.25,-999,0.38,0.62,3.75,0.2464,0.1051,0.0,0.1085,0.0443,0.96,0.0847,0.6,0.79,0.0493,0.0911,-0.068,1.0092,-0.7494,6.7956,17.54,0.0,False,True
3087,CCLP,Energy,Oil & Gas Equipment & Services,USA,273350000.0,-999,-999,-999,0.72,-999,0.11,0.3261,-0.0419,0.0003,0.2644,0.0002,0.92,-999,0.95,-999,-0.0271,0.1372,-0.0655,0.851,-0.9379,4.5237,1.92,24806.0,False,False
3108,PRLB,Industrials,Metal Fabrication,USA,976930000.0,-999,23.86,-999,1.98,1.43,3.98,-999,0.0252,0.0,0.8477,-0.0132,2.36,-0.1402,2.56,0.03,-0.212,0.0175,-0.064,0.6462,-0.8678,0.7187,37.88,0.0,False,True
3130,MFA,Real Estate,REIT - Mortgage,USA,1180000000.0,-999,7.4,-999,1.71,0.64,4.45,-999,0.7128,0.0,0.6239,0.0473,1.78,-0.0018,-999,4.37,-0.0524,0.0388,-0.063,0.3793,-0.7126,8.0625,11.6,0.0,False,True
3199,GEL,Energy,Oil & Gas Midstream,USA,1470000000.0,27.03,10.84,0.61,0.47,2.66,0.33,-999,0.0161,0.0011,0.6512,-0.0514,4.89,0.1039,0.94,2.59,0.0175,0.0095,-0.0587,0.4944,-0.7907,6.0001,12.03,203784.0,True,True
3296,LTRX,Technology,Communication Equipment,USA,245240000.0,-999,9.56,-999,1.85,3.18,0.52,-999,0.265,0.0014,0.3933,0.1506,1.05,-0.1176,1.09,0.39,-0.0696,0.1179,-0.0532,0.8693,-0.9114,7.225,6.58,53350.0,False,False
3325,TME,Communication Services,Internet Content & Information,China,6330000000.0,21.35,17.98,9.28,1.58,1.91,4.37,0.232,0.1115,0.0,0.5585,-0.0164,1.77,0.0962,2.46,0.11,0.1684,0.0505,-0.0511,0.5947,-0.7181,2.0814,9.09,0.0,False,True
3337,NRP,Energy,Thermal Coal,USA,1220000000.0,8.33,-999,-999,4.1,2.47,1.46,0.276,0.2113,0.0007,0.2877,0.0157,6.88,0.4888,1.14,0.38,0.6366,0.1158,-0.0504,1.1679,-0.7601,19.6324,96.86,222795.0,True,True
3336,SKYH,Industrials,Aerospace & Defense,USA,267440000.0,-999,-999,-999,44.95,8.24,6.12,-999,0.0846,0.0,0.4221,-0.1669,8.57,-0.2118,9.9,10.06,-0.8544,0.164,-0.0504,1.9494,-0.718,3.896,12.24,0.0,False,False
3348,DAC,Industrials,Marine Shipping,Greece,1490000000.0,2.65,2.64,0.88,1.55,0.51,19.05,0.2074,0.2354,0.0,0.1968,-0.2014,4.62,0.2179,2.78,0.14,0.6032,0.055,-0.0498,0.4923,-0.8645,29.556,76.39,0.0,False,True
3364,SB,Industrials,Marine Shipping,Monaco,456440000.0,6.22,6.54,0.44,1.58,0.59,0.66,-999,0.1872,0.0,0.1946,-0.0621,2.68,0.1114,2.07,0.57,0.2653,0.0587,-0.0488,0.3771,-0.7929,12.8316,4.09,0.0,False,True
3379,SPB,Consumer Defensive,Household & Personal Products,USA,2870000000.0,1.81,18.33,0.1,0.98,1.14,52.6,0.1707,-0.0384,0.0615,1.0144,-0.0608,4.03,-0.1237,3.22,0.67,0.6181,0.0707,-0.048,0.4318,-0.9005,9.7414,81.16,4015177.0,True,True
3387,ADES,Industrials,Pollution & Treatment Controls,USA,119450000.0,-999,-999,-999,1.26,0.69,1.58,-999,0.601,0.0208,0.1655,-0.0276,0.15,-0.118,3.31,0.18,-0.1996,0.3326,-0.0476,2.0769,-0.8766,2.6,3.6,415167.0,True,True
3404,UIS,Technology,Information Technology Services,USA,506770000.0,-999,49.4,-999,0.25,-999,5.63,-0.0387,-0.081,0.0,0.865,0.0103,2.28,-999,1.37,-999,-0.1275,0.2939,-0.0463,1.85,-0.9851,1.85,7.41,0.0,False,True
3467,FONR,Healthcare,Diagnostics & Research,USA,129630000.0,12.21,-999,-999,1.28,0.8,7.89,-0.157,0.0396,0.0,0.4641,-0.0207,0.52,0.0729,8.88,0.23,0.1077,0.0238,-0.0426,0.629,-0.9363,30.871,19.76,0.0,False,True
3529,TNK,Energy,Oil & Gas Midstream,Bermuda,2020000000.0,3.74,4.61,1.25,1.42,1.42,6.69,-999,0.1817,0.0,0.4938,0.2911,1.43,0.4678,3.18,0.16,0.3866,0.1316,-0.0383,1.1232,-0.7091,7.7398,59.31,0.0,False,True
3565,FUSB,Financial,Banks - Regional,USA,60580000.0,7.75,-999,-999,1.08,0.65,-999,0.2887,0.0626,0.0039,0.176,-0.0116,0.55,0.0966,-999,0.23,0.1511,0.0775,-0.0364,0.615,-0.7059,2.4172,10.32,25721.0,False,True
3604,ACR,Real Estate,REIT - Mortgage,USA,83750000.0,-999,4.48,-999,0.39,0.19,11.86,-999,0.3434,0.0509,0.3667,-0.0473,0.49,0.0301,-999,4.07,-0.0288,0.1002,-0.0341,0.4955,-0.9563,2.4737,9.9,724526.0,True,True
3633,TNP,Energy,Oil & Gas Midstream,Greece,737300000.0,2.15,2.62,0.22,0.78,0.45,13.04,-999,0.1572,0.0,0.1741,0.2353,1.36,0.2423,1.49,0.96,0.355,0.1065,-0.0321,0.6053,-0.8727,2.6863,24.43,0.0,False,True
3677,GOGL,Industrials,Marine Shipping,Bermuda,2090000000.0,17.05,9.87,-999,2.37,1.11,0.5,-999,0.2104,0.0,0.227,-0.0503,3.0,0.0646,1.08,0.82,0.1396,0.1173,-0.0297,0.5196,-0.9559,3.1548,10.47,0.0,False,True
3678,EEX,Communication Services,Advertising Agencies,USA,391800000.0,-999,17.55,-999,1.05,-999,3.18,-0.1646,0.1707,0.0,0.1402,-0.1503,4.87,0.0565,1.42,0.97,-0.0464,0.106,-0.0296,0.911,-0.7463,3.1533,6.23,0.0,False,True
3686,TRUE,Communication Services,Internet Content & Information,USA,332250000.0,-999,-999,-999,2.16,2.07,1.6,-0.2997,-0.173,0.0,0.7014,-0.0421,3.58,-0.3513,4.97,0.12,-0.4284,0.1817,-0.0292,1.0795,-0.8536,1.8154,3.66,0.0,False,False
3689,STNE,Technology,Software - Infrastructure,Cayman Islands,5500000000.0,29.58,14.58,0.43,5.51,2.04,3.82,-0.2178,0.4611,0.0,0.6793,0.0082,2.15,0.079,1.27,0.33,0.2044,0.1129,-0.0291,1.2645,-0.8074,1.6894,18.32,0.0,False,True
3831,CGNT,Technology,Software - Infrastructure,Israel,478520000.0,-999,-999,-999,1.58,2.54,1.05,-999,-0.062,0.0,0.6672,-0.047,0.64,-0.1997,1.15,0.03,-0.1322,0.1841,-0.0202,1.3032,-0.8211,1.9501,6.8,0.0,False,True
3843,LFT,Real Estate,REIT - Mortgage,USA,130050000.0,10.82,6.32,-999,1.35,0.71,0.95,0.1205,0.0612,0.0011,0.2405,-0.008,0.28,0.069,-999,4.96,0.1248,0.0993,-0.0197,0.6275,-0.7945,1.9293,2.49,48202.0,False,True
3945,DBRG,Real Estate,Real Estate Services,USA,3310000000.0,-999,-999,-999,2.28,3.7,3.3,0.0064,0.0876,0.0,0.9239,0.0029,8.75,0.0487,-999,1.91,0.0019,0.1609,-0.0146,1.029,-0.7805,2.8102,20.27,0.0,False,True
4013,TK,Energy,Oil & Gas Midstream,Bermuda,791260000.0,5.6,-999,0.47,0.52,1.13,5.63,-999,0.0135,0.0,0.4975,0.0606,1.1,0.2393,4.34,0.35,0.1016,0.1726,-0.0114,0.8996,-0.872,4.1176,8.7,0.0,False,True
4059,VTEX,Technology,Software - Application,United Kingdom,1550000000.0,-999,184.38,-999,8.31,6.29,1.13,-999,0.3789,0.0,0.1083,-0.071,0.22,-0.0658,3.92,0.02,-0.0925,0.153,-0.0085,1.5278,-0.7545,2.0789,8.19,0.0,False,False
4063,PAGP,Energy,Oil & Gas Midstream,USA,3320000000.0,20.8,10.68,-999,0.07,2.17,1.33,-999,0.21,0.0118,0.9157,0.0144,5.42,0.125,0.84,5.41,0.0039,0.0575,-0.0082,0.4343,-0.8027,4.5625,16.91,1006694.0,True,True
4075,DSP,Technology,Software - Application,USA,141260000.0,-999,-999,-999,0.66,2.18,13.06,-0.1799,0.19,0.0,0.4566,-0.0232,6.16,-0.1015,3.6,0.41,-0.0294,0.3342,-0.0076,1.4836,-0.8686,1.8857,9.09,0.0,False,True
4132,MAC,Real Estate,REIT - Retail,USA,3610000000.0,-999,-999,-999,4.14,1.49,0.97,-999,-0.024,0.0,0.9215,-0.032,7.18,-0.1258,-999,1.85,-0.2305,0.1832,-0.0053,0.9537,-0.8055,2.8209,16.75,0.0,False,True
4165,CFBK,Financial,Banks - Regional,USA,143860000.0,8.18,-999,-999,1.38,0.77,-999,0.7032,0.3948,0.0022,0.2437,-0.0135,1.27,0.1214,-999,0.86,0.1669,0.2101,-0.0032,0.4934,-0.9557,2.6248,21.93,100002.0,True,True
4171,GEOS,Energy,Oil & Gas Equipment & Services,USA,209920000.0,17.16,-999,0.46,1.69,1.57,2.53,-999,0.1195,0.0,0.5344,-0.1112,1.56,0.096,2.9,0.01,0.098,0.2206,-0.0028,2.3461,-0.8614,3.8492,15.76,0.0,False,True
4173,MFIC,Financial,Asset Management,USA,923330000.0,10.66,8.35,1.11,3.45,0.93,0.66,-0.215,-0.075,0.0,0.301,0.0484,7.29,0.087,-999,1.44,0.324,0.0378,-0.0028,0.3619,-0.7987,1.81,14.15,0.0,False,True
4260,MTG,Financial,Insurance - Specialty,USA,5580000000.0,8.16,8.52,2.64,4.79,1.16,-999,0.2416,0.0115,0.0,0.9514,0.0066,5.3,0.1533,-999,0.13,0.6188,0.0754,0.0017,0.6545,-0.7453,29.5437,20.11,0.0,False,True
4343,NGL,Energy,Oil & Gas Midstream,USA,771790000.0,-999,19.5,-999,0.1,1.53,0.02,0.1237,-0.0619,0.0,0.2775,-0.0443,5.61,0.053,1.0,2.05,-0.0082,0.2039,0.0086,2.7261,-0.8735,4.85,5.85,0.0,False,True
4376,PAGS,Technology,Software - Infrastructure,Brazil,4530000000.0,14.34,11.15,1.29,1.5,1.7,1.84,0.1336,0.3005,0.0,0.5448,0.013,3.41,0.1322,1.43,0.95,0.1027,0.2091,0.0194,0.9711,-0.7826,0.9711,13.66,0.0,False,True
4409,NNBR,Industrials,Conglomerates,USA,224440000.0,-999,-999,-999,0.45,1.56,0.46,0.1475,-0.0825,0.0132,0.5435,-0.0604,11.56,-0.1754,1.38,0.94,-0.1094,0.4179,0.0652,3.9018,-0.8559,4.7108,4.74,118650.0,True,False
